date,bench,water,origin,sp1,sp2,sp3,sp4,fxn,spp_num,fnc_num,unit,frame,B1_Liv1,B2_Liv2,B1_Bry,B2_Syn,B1,B2,L2,L1,GA,Nostoc,DC,LC,Moss_unk,Mold,Peltula,Funaria,Moss,Volvox,Liv_unk
2017_05_30,1,3,C,0,B2,0,L2,BL,2,2,128,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,1,3,C,0,B2,0,L2,BL,2,2,128,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,129,1,0,0,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,129,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,129,3,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,129,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,129,5,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,0,0,O,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,0,0,O,0,0,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,0,0,O,0,0,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,0,0,O,0,0,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,0,0,O,0,0,130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,L2,LL,2,1,131,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,L2,LL,2,1,131,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,L2,LL,2,1,131,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,L2,LL,2,1,131,4,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,L2,LL,2,1,131,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,0,L2,BBL,3,2,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,0,L2,BBL,3,2,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,0,L2,BBL,3,2,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,0,L2,BBL,3,2,132,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,0,L2,BBL,3,2,132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,L2,BLL,3,2,133,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,L2,BLL,3,2,133,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,L2,BLL,3,2,133,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,L2,BLL,3,2,133,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,L2,BLL,3,2,133,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,0,O,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,0,O,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,0,O,0,0,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,0,O,0,0,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,0,O,0,0,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,0,L,1,1,135,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,0,L,1,1,135,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,0,L,1,1,135,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,0,L,1,1,135,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,0,L,1,1,135,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,0,L2,BL,2,2,136,1,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,0,L2,BL,2,2,136,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,0,L2,BL,2,2,136,3,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,0,L2,BL,2,2,136,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,0,L2,BL,2,2,136,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,L2,BLL,3,2,137,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,L2,BLL,3,2,137,2,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,L2,BLL,3,2,137,3,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,L2,BLL,3,2,137,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,L2,BLL,3,2,137,5,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,0,L2,BBL,3,2,138,1,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,0,L2,BBL,3,2,138,2,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,0,L2,BBL,3,2,138,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,0,L2,BBL,3,2,138,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,0,L2,BBL,3,2,138,5,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,139,1,0,0,2,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,139,2,0,0,2,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,139,3,0,0,3,0,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,139,4,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,139,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,140,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,140,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,140,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,140,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,140,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,L1,L2,BLL,3,2,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,L1,L2,BLL,3,2,141,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,L1,L2,BLL,3,2,141,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,L1,L2,BLL,3,2,141,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,L1,L2,BLL,3,2,141,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,0,L,1,1,142,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,0,L,1,1,142,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,0,L,1,1,142,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,0,L,1,1,142,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,0,L1,0,L,1,1,142,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,143,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,143,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,143,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,143,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,143,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,L1,L2,LL,2,1,144,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,L1,L2,LL,2,1,144,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,L1,L2,LL,2,1,144,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,L1,L2,LL,2,1,144,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,L1,L2,LL,2,1,144,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,0,0,B,1,1,145,1,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,0,0,B,1,1,145,2,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,0,0,B,1,1,145,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,0,0,B,1,1,145,4,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,0,0,B,1,1,145,5,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,0,0,B,1,1,146,1,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,0,0,B,1,1,146,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,0,0,B,1,1,146,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,0,0,B,1,1,146,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,0,0,0,B,1,1,146,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,0,L2,BL,2,2,147,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,0,L2,BL,2,2,147,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,0,L2,BL,2,2,147,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,0,L2,BL,2,2,147,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,0,L2,BL,2,2,147,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,L1,0,BL,2,2,148,1,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,L1,0,BL,2,2,148,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,L1,0,BL,2,2,148,3,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,L1,0,BL,2,2,148,4,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,L1,0,BL,2,2,148,5,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,L2,BLL,3,2,149,1,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,L2,BLL,3,2,149,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,L2,BLL,3,2,149,3,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,L2,BLL,3,2,149,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,L2,BLL,3,2,149,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,L1,0,BBL,3,2,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,L1,0,BBL,3,2,150,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,L1,0,BBL,3,2,150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,L1,0,BBL,3,2,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,L1,0,BBL,3,2,150,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,151,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,151,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,151,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,151,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,0,0,L2,L,1,1,151,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,L1,L2,BBLL,4,2,152,1,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,L1,L2,BBLL,4,2,152,2,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,L1,L2,BBLL,4,2,152,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,L1,L2,BBLL,4,2,152,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,B2,L1,L2,BBLL,4,2,152,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,B2,L1,L2,BBLL,4,2,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,B2,L1,L2,BBLL,4,2,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,B2,L1,L2,BBLL,4,2,153,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,B2,L1,L2,BBLL,4,2,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,B1,B2,L1,L2,BBLL,4,2,153,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,0,BL,2,2,154,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,0,BL,2,2,154,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,0,BL,2,2,154,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,0,BL,2,2,154,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,0,L1,0,BL,2,2,154,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,155,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,155,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,155,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,155,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,0,L1,0,BL,2,2,155,5,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,L1,0,BL,2,2,156,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,L1,0,BL,2,2,156,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,L1,0,BL,2,2,156,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,L1,0,BL,2,2,156,4,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,L1,0,BL,2,2,156,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,157,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,157,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,157,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,157,4,0,0,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,0,L2,BL,2,2,157,5,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,0,BL,2,2,158,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,0,BL,2,2,158,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,0,BL,2,2,158,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,0,BL,2,2,158,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,C,0,B2,L1,0,BL,2,2,158,5,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,0,0,B,1,1,159,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,0,0,B,1,1,159,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,0,0,B,1,1,159,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,0,0,B,1,1,159,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,B1,0,0,0,B,1,1,159,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,0,L2,BBL,3,2,160,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,0,L2,BBL,3,2,160,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,0,L2,BBL,3,2,160,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,0,L2,BBL,3,2,160,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,B1,B2,0,L2,BBL,3,2,160,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,0,0,B,1,1,161,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,0,0,B,1,1,161,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,0,0,B,1,1,161,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,0,0,B,1,1,161,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,B2,0,0,B,1,1,161,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,162,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,162,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,162,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,162,4,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,B2,L1,0,BL,2,2,162,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,L2,LL,2,1,163,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,L2,LL,2,1,163,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,L2,LL,2,1,163,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,L2,LL,2,1,163,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,0,0,L1,L2,LL,2,1,163,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,L1,0,L,1,1,164,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,L1,0,L,1,1,164,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,L1,0,L,1,1,164,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,L1,0,L,1,1,164,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,1,O,0,0,L1,0,L,1,1,164,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,L1,0,BBL,3,2,165,1,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,L1,0,BBL,3,2,165,2,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,L1,0,BBL,3,2,165,3,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,L1,0,BBL,3,2,165,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,C,B1,B2,L1,0,BBL,3,2,165,5,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,B2,0,0,B,1,1,166,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,B2,0,0,B,1,1,166,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,B2,0,0,B,1,1,166,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,B2,0,0,B,1,1,166,4,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_05_30,2,3,O,0,B2,0,0,B,1,1,166,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
