date,bench,water,origin,sp1,sp2,sp3,sp4,fxn,spp_num,fnc_num,unit,frame,B1_Liv1,B2_Liv2,B1_Bry,B2_Syn,B1,B2,L2,L1,GA,Nostoc,DC,LC,Moss_unk,Mold,Peltula,Funaria,Moss,Volvox,Liv_unk
2016_12_16,2,1,C,B1,B2,0,L2,BBL,3,2,237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,0,L2,BBL,3,2,237,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,0,L2,BBL,3,2,237,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,0,L2,BBL,3,2,237,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,0,L2,BBL,3,2,237,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,L1,L2,BLL,3,2,238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,L1,L2,BLL,3,2,238,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,L1,L2,BLL,3,2,238,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,L1,L2,BLL,3,2,238,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,L1,L2,BLL,3,2,238,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,0,0,O,0,0,239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,0,0,O,0,0,239,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,0,0,O,0,0,239,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,0,0,O,0,0,239,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,0,0,O,0,0,239,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,L1,0,BBL,3,2,240,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,L1,0,BBL,3,2,240,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,L1,0,BBL,3,2,240,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,L1,0,BBL,3,2,240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,B2,L1,0,BBL,3,2,240,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,L2,BLL,3,2,241,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,L2,BLL,3,2,241,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,L2,BLL,3,2,241,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,L2,BLL,3,2,241,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,L2,BLL,3,2,241,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,L2,BL,2,2,242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,L2,BL,2,2,242,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,L2,BL,2,2,242,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,L2,BL,2,2,242,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,L2,BL,2,2,242,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,0,L1,0,BL,2,2,243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,0,L1,0,BL,2,2,243,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,0,L1,0,BL,2,2,243,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,0,L1,0,BL,2,2,243,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,B1,0,L1,0,BL,2,2,243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,L2,BBLL,4,2,244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,L2,BBLL,4,2,244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,L2,BBLL,4,2,244,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,L2,BBLL,4,2,244,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,L2,BBLL,4,2,244,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,L2,BL,2,2,245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,L2,BL,2,2,245,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,L2,BL,2,2,245,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,L2,BL,2,2,245,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,L2,BL,2,2,245,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,246,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,246,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,246,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,246,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,0,L1,0,L,1,1,247,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,0,L1,0,L,1,1,247,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,0,L1,0,L,1,1,247,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,0,L1,0,L,1,1,247,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,0,L1,0,L,1,1,247,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,0,B,1,1,248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,0,B,1,1,248,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,0,B,1,1,248,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,0,B,1,1,248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,0,B,1,1,248,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,249,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,249,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,249,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,249,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,B2,0,0,B,1,1,249,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,L1,0,L,1,1,250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,L1,0,L,1,1,250,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,L1,0,L,1,1,250,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,L1,0,L,1,1,250,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,0,0,L1,0,L,1,1,250,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,0,BL,2,2,251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,0,BL,2,2,251,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,0,BL,2,2,251,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,0,BL,2,2,251,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,0,B2,L1,0,BL,2,2,251,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,L2,BL,2,2,252,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,L2,BL,2,2,252,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,L2,BL,2,2,252,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,L2,BL,2,2,252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,B1,0,0,L2,BL,2,2,252,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,0,BBL,3,2,253,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,0,BBL,3,2,253,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,0,BBL,3,2,253,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,0,BBL,3,2,253,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,O,B1,B2,L1,0,BBL,3,2,253,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,0,B,1,1,254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,0,B,1,1,254,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,0,B,1,1,254,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,0,B,1,1,254,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,O,0,B2,0,0,B,1,1,254,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,0,B,1,1,255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,0,B,1,1,255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,0,B,1,1,255,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,0,B,1,1,255,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,3,C,B1,0,0,0,B,1,1,255,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,0,L1,0,L,1,1,256,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,0,L1,0,L,1,1,256,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,0,L1,0,L,1,1,256,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,0,L1,0,L,1,1,256,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016_12_16,2,1,C,0,0,L1,0,L,1,1,256,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017_01_17,1,1,O,B1,B2,0,0,BB,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,0,0,BB,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,0,0,BB,2,1,1,3,5,5,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,0,0,BB,2,1,1,4,10,1,0,0,10,1,0,0,0,0,0,2,1,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,0,0,BB,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,B2,L1,L2,BLL,3,2,2,1,0,0,35,0,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,B2,L1,L2,BLL,3,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,B2,L1,L2,BLL,3,2,2,3,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,B2,L1,L2,BLL,3,2,2,4,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,B2,L1,L2,BLL,3,2,2,5,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,L1,L2,LL,2,1,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,L1,L2,LL,2,1,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,L1,L2,LL,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,L1,L2,LL,2,1,3,4,0,0,0,0,0,0,5,10,3,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,L1,L2,LL,2,1,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,0,L2,L,1,1,4,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,0,L2,L,1,1,4,2,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,0,L2,L,1,1,4,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,0,L2,L,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,0,0,0,L2,L,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,C,0,B2,L1,0,BL,2,2,5,1,0,0,6,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2017_01_17,1,3,C,0,B2,L1,0,BL,2,2,5,2,0,0,10,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017_01_17,1,3,C,0,B2,L1,0,BL,2,2,5,3,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,C,0,B2,L1,0,BL,2,2,5,4,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,C,0,B2,L1,0,BL,2,2,5,5,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,L2,BL,2,2,6,1,2,10,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,L2,BL,2,2,6,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,L2,BL,2,2,6,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,L2,BL,2,2,6,4,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,L2,BL,2,2,6,5,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,L1,L2,BLL,3,2,7,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,L1,L2,BLL,3,2,7,2,10,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,L1,L2,BLL,3,2,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,L1,L2,BLL,3,2,7,4,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,L1,L2,BLL,3,2,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,B1,0,L1,0,BL,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,B1,0,L1,0,BL,2,2,8,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,B1,0,L1,0,BL,2,2,8,3,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,B1,0,L1,0,BL,2,2,8,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,B1,0,L1,0,BL,2,2,8,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,L1,0,BBL,3,2,9,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,L1,0,BBL,3,2,9,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,L1,0,BBL,3,2,9,3,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,L1,0,BBL,3,2,9,4,0,1,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,B2,L1,0,BBL,3,2,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,0,0,O,0,0,10,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,0,0,O,0,0,10,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,0,0,O,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,0,0,O,0,0,10,4,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,0,0,O,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,0,0,B,1,1,11,1,10,0,0,0,10,0,0,0,10,0,0,0,1,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,0,0,B,1,1,11,2,15,0,0,0,15,0,0,0,10,0,0,5,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,0,0,B,1,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,0,0,B,1,1,11,4,10,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,O,B1,0,0,0,B,1,1,11,5,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,0,0,0,O,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,0,0,0,O,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,0,0,0,O,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,0,0,0,O,0,0,12,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,1,C,0,0,0,0,O,0,0,12,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,0,B,1,1,13,1,0,15,0,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,0,B,1,1,13,2,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,0,B,1,1,13,3,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,0,B,1,1,13,4,0,2,0,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,B2,0,0,B,1,1,13,5,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2017_01_17,1,3,O,0,0,L1,0,L,1,1,14,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0
