bench,unit,water,origin,sp1,sp2,sp3,sp4,fxn,spp_num,fnc_num_initial,1,2,3,4,5,6,7,8,9,10,11,12,13,hydrop,abs,veg,slakevalue,torvane,ugPO4,TotN,TotC,C_N,ugNH4,ugNO3
2,152,3,O,B1,B2,L1,L2,BBLL,4,2,54,54,54,53,53,53,53,52,52,51,51,51,51,0,3,DC,6,0.8,NA,NA,NA,NA,NA,NA
2,153,1,C,B1,B2,L1,L2,BBLL,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-,NA,NA,NA,NA,0,0
2,154,3,C,B1,0,L1,0,BL,2,2,85,83,81,79,77,76,74,73,71,69,68,66,65,1,5,0,6,0.9,1.474587912,0.0509,1.6256,31.9316,1.186428779,0.287278234
2,155,1,O,B1,0,L1,0,BL,2,2,81,80,80,79,79,78,78,77,77,76,75,75,75,0,1,DC,5,0.9,NA,NA,NA,NA,NA,NA
2,156,3,O,B1,0,L1,0,BL,2,2,75,75,74,74,74,74,74,74,74,74,73,73,73,1,4,M_DC,6,1,2.951678826,0.0284,0.2843,10.0072,1.658674778,0.388632498
2,157,1,C,0,B2,0,L2,BL,2,2,45,44,43,43,42,41,40,39,38,37,36,35,34,0,2,M_DC,6,2,1.25412578,0.0417,1.4936,35.7873,1.090843136,0.346415043
2,158,1,C,0,B2,L1,0,BL,2,2,84,84,81,80,79,77,75,74,72,71,69,68,67,0,3,DC,6,1.5,5.697983622,0.0484,1.5397,31.8004,1.538557072,0.409235152
2,159,3,O,B1,0,0,0,B,1,1,78,77,77,76,75,74,74,74,73,72,71,71,70,1,5,LC,6,0.6,1.768966423,0.0261,0.2631,10.0866,1.253984392,0.473535676
2,160,1,O,B1,B2,0,L2,BBL,3,2,52,51,50,49,49,48,48,47,46,45,45,44,44,0,0,LC,6,0.6,NA,NA,NA,NA,NA,NA
2,161,1,O,0,B2,0,0,B,1,1,81,79,78,77,76,75,74,73,72,71,71,70,69,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA
2,162,3,C,0,B2,L1,0,BL,2,2,60,60,60,59,59,58,58,58,57,57,57,56,56,0,2,M,5,1,0.998530971,0.0459,1.5094,32.8912,1.344477837,0.513459952
2,163,3,C,0,0,L1,L2,LL,2,1,75,74,73,71,71,70,69,68,6,766,65,64,63,0,1,DC,2,0.9,1.294021288,0.0558,1.5548,27.8593,1.90671785,0.50833478
2,164,1,O,0,0,L1,0,L,1,1,63,63,62,62,62,61,61,60,60,59,59,59,58,0,0,L,4,0.8,NA,NA,NA,NA,NA,NA
2,165,3,C,B1,B2,L1,0,BBL,3,2,40,40,40,39,39,38,38,38,37,37,36,36,35,1,5,DC,6,1.1,1.838795591,0.0685,1.9107,27.8852,2.777640487,0.406810209
2,166,3,O,0,B2,0,0,B,1,1,56,55,54,53,52,52,51,50,50,49,48,48,47,0,3,LC,6,0.6,NA,NA,NA,NA,NA,NA
2,167,1,C,B1,0,0,0,B,1,1,61,55,52,48,46,44,42,41,39,37,35,34,33,0,3,DC_M,5,1.1,NA,NA,NA,NA,NA,NA
2,168,1,C,0,0,0,0,O,0,0,47,46,44,43,42,41,39,38,37,36,35,34,33,0,0,LC,6,0.8,NA,NA,NA,NA,NA,NA
2,169,3,C,B1,0,L1,0,BL,2,2,69,66,64,61,58,56,54,52,51,49,48,46,44,0,4,M,6,0.9,0.976483522,0.0461,1.5571,33.7997,1.432907107,0.366246954
2,170,1,O,B1,0,L1,L2,BLL,3,2,66,65,63,62,61,60,59,57,56,55,54,53,51,0,0,DC,6,0.5,NA,NA,NA,NA,NA,NA
2,171,1,O,0,B2,0,L2,BL,2,2,50,47,44,42,39,37,35,34,32,30,29,28,26,0,1,LC,5,0.3,2.758301136,0.0271,0.272,10.0373,1.342655164,0.272111819
2,172,3,C,0,0,0,0,O,0,0,67,64,63,61,60,59,58,57,56,55,54,53,52,1,8,LC,6,0.5,0.966840636,0.0577,1.7293,29.9912,1.695446106,0.5017448
2,173,1,O,0,B2,0,L2,BL,2,2,82,82,82,81,81,81,81,80,80,80,79,79,79,0,0,LC,6,0.4,3.545028036,0.019,0.2004,10.5577,2.024835821,0.503431205
2,174,1,C,B1,B2,0,0,BB,2,1,79,78,75,73,70,68,66,64,62,60,59,57,56,0,3,M_DC,6,1.1,3.209045203,0.0532,1.676,31.4815,1.52475919,0.327487522
2,175,1,C,B1,B2,L1,0,BBL,3,2,80,78,77,76,74,73,71,70,69,68,66,65,64,1,18,M_LC,5,0.7,2.417195893,0.0604,1.7804,29.4578,0.974917334,0.168271594
2,176,3,C,B1,B2,L1,0,BBL,3,2,64,63,62,61,60,59,59,58,57,56,55,54,54,1,4,M_DC,6,1.3,1.493549726,0.0677,1.8062,26.6605,2.343800581,0.536926472
2,177,3,C,0,0,L1,L2,LL,2,1,82,80,78,77,75,74,73,72,71,70,69,68,67,0,2,DC,6,1.4,NA,NA,NA,NA,NA,NA
2,178,3,C,B1,B2,L1,L2,BBLL,4,2,51,50,49,48,47,47,46,45,44,43,42,41,40,1,5,M_DC,6,1.2,1.638432362,0.0676,1.9231,28.4692,NA,NA
2,179,3,C,B1,B2,L1,L2,BBLL,4,2,87,87,86,86,85,85,84,83,83,82,82,81,81,0,1,M_DC,6,0.8,NA,NA,NA,NA,NA,NA
2,180,1,C,B1,B2,0,L2,BBL,3,2,41,40,39,38,37,36,35,34,33,32,31,30,29,1,7,DC,6,0.9,NA,NA,NA,NA,NA,NA
2,181,1,O,B1,0,0,0,B,1,1,74,73,72,71,70,69,69,68,67,66,66,65,64,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA
2,182,3,C,0,B2,0,L2,BL,2,2,73,66,63,60,59,57,55,54,52,51,50,49,48,0,1,LC_M,6,0.8,1.752039057,0.0411,1.6616,40.4344,1.583057371,0.272077462
2,183,3,C,0,B2,0,0,B,1,1,47,47,46,46,45,45,45,44,44,43,42,42,41,0,3,LC,6,1.4,NA,NA,NA,NA,NA,NA
2,184,1,O,B1,B2,0,0,BB,2,1,53,50,48,47,45,44,43,42,41,40,38,37,37,0,0,0,0,0.6,3.57963172,0.035,0.29,8.2794,1.264971434,0.411166604
2,185,3,C,B1,B2,0,L2,BBL,3,2,84,84,84,83,82,82,81,81,80,79,79,78,78,0,3,DC,6,0.8,NA,NA,NA,NA,NA,NA
2,186,1,O,B1,0,0,0,B,1,1,54,52,50,49,47,46,44,43,42,40,39,38,36,0,0,0,6,0.2,4.239646128,0.0262,0.2638,10.07,1.22152119,0.311288009
2,187,1,C,0,0,L1,0,L,1,1,88,87,86,86,85,84,83,82,82,81,81,80,80,0,1,LC,4,0.8,0.937189699,0.0463,1.5758,34.0682,1.610589061,0.577892087
2,188,3,O,0,0,0,L2,L,1,1,64,64,63,63,62,62,62,61,61,61,61,60,60,0,3,DC,6,0.5,NA,NA,NA,NA,NA,NA
2,189,3,O,B1,0,L1,0,BL,2,2,56,55,55,54,53,53,52,52,51,51,51,50,50,0,2,DC,6,0.6,NA,NA,NA,NA,NA,NA
2,190,1,O,0,0,L1,0,L,1,1,89,87,85,84,83,82,80,79,79,78,77,76,75,0,0,0,6,0.8,3.339104698,0.0301,0.2556,8.4991,0.808185498,0.167097212
2,191,3,O,B1,B2,0,0,BB,2,1,80,79,78,77,76,75,74,73,72,70,69,67,67,0,1,DC_M,6,0.8,1.608797957,0.0419,0.3965,9.4635,1.637675077,0.51756071
2,192,3,O,0,B2,L1,0,BL,2,2,66,65,65,64,63,62,61,60,59,59,58,57,56,1,4,0,6,0.8,2.423244805,0.0391,0.3525,9.0231,1.825873691,0.530938169
2,193,3,O,B1,B2,0,0,BB,2,1,87,87,87,87,87,87,87,87,87,87,87,87,87,1,10,DC,6,0.4,2.704774992,0.0486,0.5128,10.55,1.571674095,0.410633643
2,194,3,O,B1,0,0,L2,BL,2,2,82,81,80,79,79,78,78,78,77,76,75,75,74,1,20,0,5,0.6,NA,NA,NA,NA,NA,NA
2,195,1,C,B1,0,L1,L2,BLL,3,2,73,71,68,67,65,64,63,61,60,59,58,57,56,0,2,LC,6,1,NA,NA,NA,NA,NA,NA
2,196,1,O,B1,B2,0,0,BB,2,1,82,79,77,75,73,70,69,67,66,64,62,61,60,0,0,0,0,0.6,4.294457329,0.0278,0.4098,14.726,0.769317594,0.279097357
2,197,1,C,0,0,L1,L2,LL,2,1,49,40,35,32,28,25,22,19,17,14,12,10,7,0,1,0,6,0.5,NA,NA,NA,NA,NA,NA
2,198,1,O,0,B2,0,0,B,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DC,6,0.3,NA,NA,NA,NA,NA,NA
2,199,1,C,B1,0,0,L2,BL,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,6,0.5,12.08011162,0.0564,1.5788,28.0066,1.00303967,0.414271548
2,200,3,C,0,0,0,L2,L,1,1,69,67,65,64,62,61,60,59,58,57,55,54,53,0,2,DC,6,0.5,NA,NA,NA,NA,NA,NA
2,201,3,O,0,0,L1,L2,LL,2,1,70,70,70,70,70,70,70,69,69,69,69,69,69,0,1,0,6,0.3,NA,NA,NA,NA,NA,NA
2,202,3,O,B1,B2,L1,0,BBL,3,2,73,73,73,73,72,72,72,72,72,72,71,71,71,1,4,0,6,0.5,1.8378315,0.029,0.2464,8.4931,1.61567861,0.397153891
2,203,1,C,B1,0,L1,0,BL,2,2,81,81,79,77,75,73,71,69,68,65,63,62,61,0,2,LC,6,0.8,NA,NA,NA,NA,NA,NA
2,204,1,O,0,0,0,0,O,0,0,88,85,84,83,82,82,81,81,80,79,79,78,77,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA
2,205,3,C,0,B2,0,L2,BL,2,2,59,58,58,57,56,55,55,54,53,53,52,51,50,0,3,DC,6,0.8,NA,NA,NA,NA,NA,NA
2,206,3,O,0,B2,L1,L2,BLL,3,2,87,87,87,87,87,87,87,87,87,87,87,87,87,1,6,L,6,0.6,NA,NA,NA,NA,NA,NA
2,207,1,O,0,0,L1,L2,LL,2,1,72,72,71,70,69,68,67,66,65,64,63,62,62,0,0,0,6,0.2,2.717559583,0.0322,0.2883,8.9465,NA,NA
2,208,1,C,B1,0,0,L2,BL,2,2,87,83,80,77,75,73,72,70,69,68,67,66,64,0,0,LC,5,0.4,NA,NA,NA,NA,NA,NA
2,209,3,C,0,B2,L1,L2,BLL,3,2,59,58,57,55,54,53,52,50,49,48,47,46,45,1,11,LC,6,2.1,NA,NA,NA,NA,NA,NA
2,210,3,O,B1,B2,L1,0,BBL,3,2,88,88,88,88,87,87,87,87,87,87,87,86,86,0,0,LW,6,0.4,NA,NA,NA,NA,NA,NA
2,211,1,C,0,B2,L1,0,BL,2,2,60,58,56,54,52,50,48,46,45,42,41,39,38,1,6,M,6,1.4,2.037018505,0.048,1.6913,35.2476,1.243143062,0.046535427
2,212,3,O,0,B2,0,L2,BL,2,2,66,66,65,65,64,63,63,62,62,61,61,60,60,0,2,0,3,0.3,NA,NA,NA,NA,NA,NA
2,213,3,O,0,B2,L1,0,BL,2,2,53,52,51,51,51,50,49,47,46,46,45,45,44,0,3,LC,5,0.1,NA,NA,NA,NA,NA,NA
2,214,1,O,0,B2,L1,L2,BLL,3,2,76,75,74,73,72,71,70,69,68,67,66,65,65,0,1,0,3,0.2,5.777767781,0.0139,0.1145,8.2492,1.190592569,1.255523363
2,215,3,C,0,0,0,L2,L,1,1,56,54,53,51,50,48,47,46,46,45,44,43,42,1,4,0,6,1,1.82215001,0.0648,1.7703,27.3357,2.408802723,0.464471973
2,216,1,O,0,0,0,L2,L,1,1,90,84,84,84,84,83,83,82,82,81,81,81,80,0,1,0,0,0,NA,NA,NA,NA,NA,NA
2,217,3,O,0,0,0,0,O,0,0,82,81,80,78,78,77,77,77,76,76,75,75,74,0,2,0,4,0,NA,NA,NA,NA,NA,NA
2,218,3,O,0,0,0,0,O,0,0,58,58,58,58,57,57,57,56,56,56,56,56,56,1,31,0,6,0.2,NA,NA,NA,NA,NA,NA
2,219,3,O,0,B2,L1,L2,BLL,3,2,83,82,81,80,79,78,77,76,75,75,74,73,73,0,2,0,5,0,NA,NA,NA,NA,NA,NA
2,220,3,C,B1,0,0,0,B,1,1,89,86,85,83,82,81,79,79,78,77,76,75,74,1,8,DC,6,1.9,3.105846396,0.0488,1.499,30.7343,1.363553227,0.378457175
2,221,1,O,B1,0,0,L2,BL,2,2,67,64,62,60,58,57,56,55,54,53,52,52,51,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA
2,222,1,C,0,B2,L1,L2,BLL,3,2,83,80,77,74,72,70,68,66,65,64,62,61,59,0,3,GA,4,2.6,2.495116124,0.0488,1.5098,30.9295,0.995717579,0.547858184
2,223,1,C,B1,B2,0,0,BB,2,1,60,57,55,51,47,45,43,42,40,39,38,36,35,0,2,0,4,1.4,NA,NA,NA,NA,NA,NA
2,224,1,O,B1,B2,0,L2,BBL,3,2,87,85,84,82,80,80,79,78,78,77,76,75,75,0,2,LC,6,0.2,6.150664263,0.0182,0.1738,9.5363,0.801461832,0.204433477
2,225,3,O,0,0,0,L2,L,1,1,86,86,85,85,85,85,84,84,84,84,83,83,83,0,1,LC,6,0,NA,NA,NA,NA,NA,NA
2,226,1,O,0,0,L1,L2,LL,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,227,1,O,B1,B2,L1,L2,BBLL,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0.2,NA,NA,NA,NA,NA,NA
2,228,3,O,B1,B2,L1,L2,BBLL,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0.2,3.723928366,0.0258,0.2412,9.3575,1.103402336,0.209732797
2,229,3,C,B1,B2,0,0,BB,2,1,73,72,71,70,69,68,67,66,65,64,63,62,61,0,2,DC,6,1.8,NA,NA,NA,NA,NA,NA
2,230,3,O,B1,B2,0,L2,BBL,3,2,76,74,74,73,72,72,71,71,70,69,69,68,68,0,0,0,0,0.8,3.088343488,0.0278,0.2683,9.6394,2.148670436,0.442256649
2,231,3,O,B1,0,L1,L2,BLL,3,2,83,83,81,80,79,78,78,77,76,76,75,75,74,1,7,0,6,0.9,NA,NA,NA,NA,NA,NA
2,232,3,C,B1,B2,0,0,BB,2,1,41,40,40,39,39,39,38,37,36,35,35,35,34,1,14,LC,6,0.8,3.012934394,0.1,2.3286,23.2953,1.490109173,0.286607903
2,233,3,O,B1,0,L1,L2,BLL,3,2,89,88,88,88,88,88,88,88,88,88,87,87,87,1,11,0,6,0.2,3.256537921,0.0214,0.2198,10.2554,1.313814703,0.209325396
2,234,1,C,B1,B2,L1,L2,BBLL,4,2,55,54,52,49,48,43,40,38,35,32,29,25,24,0,5,0,4,1.3,NA,NA,NA,NA,NA,NA
2,235,3,C,0,B2,L1,L2,BLL,3,2,84,82,81,79,77,75,74,73,71,70,69,68,66,0,2,LC,6,0.7,1.901193106,0.0589,1.7222,29.2596,1.906576992,0.298306359
2,236,1,O,0,0,0,L2,L,1,1,74,69,66,64,62,61,60,58,58,57,56,54,53,0,0,0,6,0,3.611724935,0.0332,0.3121,9.4081,0.955738466,0.228625472
2,237,1,C,B1,B2,0,L2,BBL,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,6,1,2.030811324,0.0599,1.8256,30.4831,2.009651716,0.207126641
2,238,3,C,B1,0,L1,L2,BLL,3,2,82,80,78,76,74,73,70,69,68,66,65,64,63,0,1,0,3,0.75,NA,NA,NA,NA,NA,NA
2,239,3,C,0,0,0,0,O,0,0,64,60,57,54,52,50,47,45,42,41,39,37,35,0,1,0,0,0.3,NA,NA,NA,NA,NA,NA
2,240,1,C,B1,B2,L1,0,BBL,3,2,70,65,62,60,57,55,53,51,50,48,46,44,43,0,1,M,6,0.9,1.521250981,0.0438,1.595,36.4244,0.70958794,0.12998865
2,241,1,O,0,B2,L1,L2,BLL,3,2,70,69,67,66,64,63,61,60,58,57,56,54,53,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA
2,242,3,C,B1,0,0,L2,BL,2,2,57,56,55,54,52,51,49,48,47,46,45,44,43,0,2,0,6,0.8,1.122755774,0.0418,1.4913,35.7184,1.158889332,0.257592129
2,243,1,C,B1,0,L1,0,BL,2,2,76,75,73,71,69,67,66,64,63,62,61,60,59,0,2,0,3,2,2.616121415,0.0398,1.5661,39.3904,0.80285286,7.05734154
2,244,1,O,B1,B2,L1,L2,BBLL,4,2,69,66,65,64,64,63,62,61,61,60,59,59,58,0,0,LC,1,0.9,4.94751026,0.0351,0.2963,8.4448,1.007172992,0.451175194
2,245,3,O,0,B2,0,L2,BL,2,2,60,59,58,58,58,58,57,57,57,56,56,56,55,0,1,DC,6,0.2,0.92176603,0.0325,0.2661,8.1918,1.348990617,0.112850656
2,246,1,C,0,B2,0,0,B,1,1,88,85,83,82,80,79,77,76,75,74,73,72,71,0,4,DC,6,0.5,NA,NA,NA,NA,NA,NA
2,247,3,O,0,0,L1,0,L,1,1,70,70,70,70,70,69,69,69,68,68,68,67,67,0,4,DC,6,0.9,2.917161313,0.0218,0.2096,9.5971,1.340160661,0.149773687
2,248,3,O,B1,0,0,0,B,1,1,86,86,86,86,85,85,85,85,84,84,84,84,83,0,1,DC,6,0.7,1.431472847,0.0458,0.3785,8.2724,1.730239645,0.12141031
2,249,1,C,0,B2,0,0,B,1,1,71,71,70,69,68,67,66,65,64,63,62,62,61,1,9,DC,6,1.6,1.991469054,0.0575,1.6598,28.8858,0.493044744,0.252517737
2,250,3,C,0,0,L1,0,L,1,1,74,71,68,65,63,61,59,57,55,54,53,51,50,1,17,0,6,1.1,NA,NA,NA,NA,NA,NA
2,251,1,O,0,B2,L1,0,BL,2,2,82,80,79,78,77,76,75,74,73,72,72,71,70,0,0,0,6,0.1,3.195741393,0.0191,0.2057,10.7421,1.292392631,0.243182816
2,252,3,O,B1,0,0,L2,BL,2,2,85,81,81,80,80,80,79,79,78,78,77,77,77,1,4,0,0,0,2.128135899,0.0331,0.3907,11.8187,1.176185638,0.141068572
2,253,1,O,B1,B2,L1,0,BBL,3,2,87,85,83,82,81,81,80,79,78,77,77,76,76,0,0,LC,6,0.2,NA,NA,NA,NA,NA,NA
2,254,3,O,0,B2,0,0,B,1,1,83,82,81,80,79,78,77,76,75,74,74,73,72,1,5,DC,6,0.5,1.175505182,0.0404,0.4609,11.4049,1.496709875,0.142660047
2,255,3,C,B1,0,0,0,B,1,1,87,85,84,82,80,79,78,76,75,74,72,71,70,0,4,0,4,1.9,NA,NA,NA,NA,NA,NA
2,256,1,C,0,0,L1,0,L,1,1,65,64,63,62,59,57,55,53,52,50,49,47,46,0,3,DC,5,0.9,NA,NA,NA,NA,NA,NA
